name,yom,price,origin,status,KMtraveled,color,doorNumber,seatNumber,engine,gear,fuelConsumption
 ô tô Mitsubishi Xpander Premium 1.5 AT ,2022,615 triệu,Nhập khẩu,Đã qua sử dụng,17000,Trắng,5,7,Số tự động,0,
 ô tô Mitsubishi Xpander 1.5 AT ,2023,522 triệu,Nhập khẩu,Mới,0,Trắng,5,7,Số tự động,0,
 ô tô Ford EcoSport Trend 1.5L AT ,2019,399 triệu,Lắp ráp trong nước,Đã qua sử dụng,30000,Trắng,5,5,Số tự động,0,
 ô tô Mazda 3 1.5 AT ,2018,470 triệu,Lắp ráp trong nước,Đã qua sử dụng,50000,Xanh,4,5,Số tự động,0,
 ô tô Ford EcoSport Titanium 1.5L AT ,2017,368 triệu,Lắp ráp trong nước,Đã qua sử dụng,78000,Xám,5,5,Số tự động,0,
 ô tô Ford Escape XLT 3.0 AT ,2002,95 triệu,Nhập khẩu,Đã qua sử dụng,190000,Cát,5,5,Số tự động,0,
 ô tô Mercedes Benz GLS 450 4Matic ,2022,4.398 tỉ,Nhập khẩu,Đã qua sử dụng,5000,Đen,5,7,Số tự động,0,
 ô tô Mercedes Benz V class V220d CDI ,2017,1.18 tỉ,Nhập khẩu,Đã qua sử dụng,50000,-,5,7,Số tự động,0,
 ô tô Kia Rondo GAT Deluxe ,2019,415 triệu,Lắp ráp trong nước,Đã qua sử dụng,117000,Xanh,5,7,Số tự động,0,
 ô tô Hyundai i10 1.2 MT ,2022,335 triệu,Lắp ráp trong nước,Đã qua sử dụng,4000,Đỏ,5,5,Số tay,0,
 ô tô Hyundai Kona 2.0 ATH ,2020,560 triệu,Lắp ráp trong nước,Đã qua sử dụng,50000,Trắng,5,5,Số tự động,0,
 ô tô Toyota Vios 1.5E ,2018,336 triệu,Lắp ráp trong nước,Đã qua sử dụng,63000,Trắng,4,5,Số tay,0,
 ô tô Mercedes Benz V class V220d CDI ,2017,1.15 tỉ,Nhập khẩu,Đã qua sử dụng,50000,-,5,7,Số tự động,0,
 ô tô Honda City L 1.5 AT ,2023,528 triệu,Lắp ráp trong nước,Mới,0,Xanh,4,5,Số tự động,0,
 ô tô Ford Transit Tiêu chuẩn ,2023,760 triệu,Lắp ráp trong nước,Đã qua sử dụng,600,Nâu,4,16,Số tay,0,
 ô tô Chevrolet Spark LT 0.8 MT ,2010,65 triệu,Lắp ráp trong nước,Đã qua sử dụng,300000,Bạc,5,5,Số tay,0,
 ô tô Honda Jazz RS ,2018,420 triệu,Nhập khẩu,Đã qua sử dụng,72500,Đỏ,5,5,Số tự động,0,
 ô tô Toyota Fortuner 2.5G ,2013,495 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Đen,5,7,Số tay,0,
 ô tô Hyundai Kona 2.0 AT ,2020,495 triệu,Lắp ráp trong nước,Đã qua sử dụng,45000,Trắng,5,5,Số tự động,0,
 ô tô Toyota Vios 1.5E ,2018,300 triệu,Lắp ráp trong nước,Đã qua sử dụng,100000,Trắng,4,5,Số tay,0,
 ô tô Nissan Sunny XV ,2015,270 triệu,Lắp ráp trong nước,Đã qua sử dụng,53140,Xanh,4,5,Số tự động,0,
 ô tô Lexus RX 350 Premium ,2023,3.43 tỉ,Nhập khẩu,Mới,0,Nâu,5,5,Số tự động,0,
 ô tô Ford Ranger XLS 2.0L 4x2 AT ,2023,682 triệu,Lắp ráp trong nước,Mới,0,Trắng,4,5,Số tự động,0,
 ô tô Mazda 2 Sport Premium ,2022,498 triệu,Nhập khẩu,Đã qua sử dụng,12000,Trắng,5,5,Số tự động,0,
 ô tô Lexus RX 350 AWD ,2015,1.36 tỉ,Nhập khẩu,Đã qua sử dụng,110000,Đen,5,5,Số tự động,0,
 ô tô Audi Q3 2.0 Quattro ,2012,479 triệu,Nhập khẩu,Đã qua sử dụng,90000,Nâu,5,5,Số tự động,0,
 ô tô Ford Ranger Raptor 2.0L 4x4 AT ,2023,1.299 tỉ,Nhập khẩu,Mới,0,Ghi,4,5,Số tự động,0,
 ô tô Mercedes Benz C class C200 ,2015,660 triệu,Lắp ráp trong nước,Đã qua sử dụng,70000,Trắng,4,5,Số tự động,0,
 ô tô Mercedes Benz E class E250 ,2010,305 triệu,Lắp ráp trong nước,Đã qua sử dụng,18000,Ghi,4,5,Số tự động,0,
 ô tô Lexus RX 350 ,2017,2.35 tỉ,Nhập khẩu,Đã qua sử dụng,70000,Kem,5,5,Số tự động,0,
 ô tô Mercedes Benz C class C300 AMG ,2022,1.82 tỉ,Lắp ráp trong nước,Đã qua sử dụng,0,Đen,4,5,Số tự động,0,
 ô tô Hyundai Elantra 1.6 AT Đặc biệt ,2023,630 triệu,Lắp ráp trong nước,Đã qua sử dụng,3000,Đỏ,4,5,Số tự động,0,
 ô tô Ford Fiesta S 1.0 AT Ecoboost ,2013,275 triệu,Lắp ráp trong nước,Đã qua sử dụng,100000,Trắng,5,5,Số tự động,0,
 ô tô Mercedes Benz E class E200 ,2020,1.299 tỉ,Lắp ráp trong nước,Đã qua sử dụng,50000,Trắng,4,5,Số tự động,0,
 ô tô Toyota Corolla altis 1.8G ,2022,660 triệu,Nhập khẩu,Đã qua sử dụng,28000,Đen,4,5,Số tự động,0,
 ô tô Mercedes Benz GLC 200 ,2021,1.369 tỉ,Lắp ráp trong nước,Đã qua sử dụng,39000,Đen,5,5,Số tự động,0,
 ô tô Porsche Panamera 2.9 V6 ,2021,4.95 tỉ,Nhập khẩu,Đã qua sử dụng,38000,Xám,4,4,Số tự động,0,
 ô tô Mercedes Benz GLC 300 4Matic ,2017,1.34 tỉ,Lắp ráp trong nước,Đã qua sử dụng,30000,Trắng,5,5,Số tự động,0,
 ô tô Kia K3 Deluxe 1.6 MT ,2022,466 triệu,Lắp ráp trong nước,Đã qua sử dụng,15000,Đỏ,4,5,Số tay,0,
 ô tô Ford EcoSport Titanium 1.5L AT ,2017,365 triệu,Lắp ráp trong nước,Đã qua sử dụng,121000,Nâu,5,5,Số tự động,0,
 ô tô Kia K3 Premium 2.0 AT ,2022,629 triệu,Lắp ráp trong nước,Đã qua sử dụng,5600,Xanh,4,5,Số tự động,0,
 ô tô Honda CRV L ,2020,810 triệu,Lắp ráp trong nước,Đã qua sử dụng,46000,Trắng,5,7,Số tự động,0,
 ô tô Toyota Fortuner 2.5G ,2016,640 triệu,Lắp ráp trong nước,Đã qua sử dụng,77000,Đen,5,7,Số tay,0,
 ô tô BMW 2 Series 218i Active Tourer ,2016,465 triệu,Nhập khẩu,Đã qua sử dụng,80000,-,5,5,Số tự động,0,
 ô tô Toyota Vios E 1.5 MT ,2022,418 triệu,Lắp ráp trong nước,Đã qua sử dụng,31000,Đỏ,4,5,Số tay,0,
 ô tô Kia Cerato 2.0 AT Premium ,2018,396 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Đỏ,4,5,Số tự động,0,
 ô tô Kia Rio 1.4 MT ,2015,250 triệu,Nhập khẩu,Đã qua sử dụng,200000,Trắng,4,5,Số tay,0,
 ô tô Toyota Camry 2.5Q ,2019,900 triệu,Nhập khẩu,Đã qua sử dụng,60000,Đen,4,5,Số tự động,0,
 ô tô Toyota Vios 1.5G ,2016,375 triệu,Lắp ráp trong nước,Đã qua sử dụng,8,Kem,4,5,Số tự động,0,
 ô tô Toyota Camry 2.0E ,2017,630 triệu,Lắp ráp trong nước,Đã qua sử dụng,57000,Đen,4,5,Số tự động,0,
 ô tô Ford Focus 1.8 AT ,2011,245 triệu,Lắp ráp trong nước,Đã qua sử dụng,100000,Trắng,5,5,Số tự động,0,
 ô tô Ford Everest Titanium 2.0L 4x4 AT ,2020,968 triệu,Nhập khẩu,Đã qua sử dụng,60000,Trắng,5,7,Số tự động,0,
 ô tô Kia Rio 1.4 MT ,2016,250 triệu,Nhập khẩu,Đã qua sử dụng,0,Trắng,4,5,Số tay,0,
 ô tô Toyota Vios 1.5E MT ,2019,355 triệu,Lắp ráp trong nước,Đã qua sử dụng,50000,Bạc,4,5,Số tay,0,
 ô tô Toyota Fortuner 2.7V 4x4 AT ,2013,395 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Bạc,5,7,Số tự động,0,
 ô tô Lexus GX 460 ,2011,1.75 tỉ,Nhập khẩu,Đã qua sử dụng,63863,Trắng,5,7,Số tự động,0,
 ô tô Ford Ranger XLS 2.0L 4x2 AT ,2023,605 triệu,Lắp ráp trong nước,Mới,0,Xám,4,5,Số tự động,0,
 ô tô Audi Q7 2.0 AT ,2017,1.45 tỉ,Nhập khẩu,Đã qua sử dụng,119209,Đen,5,7,Số tự động,0,
 ô tô Mercedes Benz GLS 450 4Matic ,2021,4.399 tỉ,Nhập khẩu,Đã qua sử dụng,30000,Trắng,5,7,Số tự động,0,
 ô tô Toyota Fortuner 2.4G 4x2 MT ,2018,768 triệu,Nhập khẩu,Đã qua sử dụng,123000,Bạc,5,7,Số tay,0,
 ô tô Ford Ranger Raptor 2.0L 4x4 AT ,2023,1.225 tỉ,Nhập khẩu,Mới,0,Trắng,4,5,Số tự động,0,
 ô tô Mitsubishi Jolie SS ,2006,135 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Đỏ,5,8,Số tay,0,
 ô tô Toyota Hilux 2.8L 4x4 AT ,2021,845 triệu,Nhập khẩu,Đã qua sử dụng,41000,Trắng,4,5,Số tự động,0,
 ô tô Mazda BT50 3.2L 4x4 AT ,2014,345 triệu,Nhập khẩu,Đã qua sử dụng,120000,Đỏ,4,5,Số tự động,0,
 ô tô Mercedes Benz C class C300 AMG ,2019,999 triệu,Lắp ráp trong nước,Đã qua sử dụng,70000,Đỏ,4,5,Số tự động,0,
 ô tô BMW 5 Series 520i ,2018,1.199 tỉ,Nhập khẩu,Đã qua sử dụng,61000,Đồng,4,5,Số tự động,0,
 ô tô Kia Sorento 2.4 GAT Premium ,2020,685 triệu,Lắp ráp trong nước,Đã qua sử dụng,50000,Trắng,5,7,Số tự động,0,
 ô tô Mercedes Benz S class S450L ,2018,2.25 tỉ,Lắp ráp trong nước,Đã qua sử dụng,64000,Đen,4,5,Số tự động,0,
 ô tô Ford EcoSport Titanium 1.5L AT ,2017,355 triệu,Lắp ráp trong nước,Đã qua sử dụng,78000,Xám,5,5,Số tự động,0,
 ô tô Mercedes Benz GLC 300 4Matic ,2021,1.779 tỉ,Lắp ráp trong nước,Đã qua sử dụng,0,Đen,5,5,Số tự động,0,
 ô tô Mercedes Benz C class C300 AMG ,2022,1.898 tỉ,Lắp ráp trong nước,Đã qua sử dụng,9600,Trắng,4,5,Số tự động,0,
 ô tô Toyota Corolla altis 1.8G MT ,2003,136 triệu,Lắp ráp trong nước,Đã qua sử dụng,686,Đen,4,5,Số tay,0,
 ô tô Ford Explorer Limited 2.3L EcoBoost ,2022,2.15 tỉ,Nhập khẩu,Đã qua sử dụng,35000,Đen,5,7,Số tự động,0,
 ô tô Audi A6 1.8 TFSI ,2016,899 triệu,Nhập khẩu,Đã qua sử dụng,65000,Trắng,4,5,Số tự động,0,
 ô tô Toyota Camry 2.0G ,2022,935 triệu,Nhập khẩu,Đã qua sử dụng,25000,Đen,4,5,Số tự động,0,
 ô tô Mitsubishi Attrage 1.2 CVT ,2021,375 triệu,Nhập khẩu,Đã qua sử dụng,0,Xám,4,5,Số tự động,0,
 ô tô Toyota Fortuner 2.4L 4x2 AT ,2022,979 triệu,Lắp ráp trong nước,Đã qua sử dụng,28000,Kem,5,7,Số tự động,0,
 ô tô BMW 2 Series 218i Active Tourer ,2016,465 triệu,Nhập khẩu,Đã qua sử dụng,80000,-,5,5,Số tự động,0,
 ô tô Mercedes Benz GLC 200 ,2019,1.12 tỉ,Lắp ráp trong nước,Đã qua sử dụng,28000,Đen,5,5,Số tự động,0,
 ô tô BMW 2 Series 218i Active Tourer ,2016,465 triệu,Nhập khẩu,Đã qua sử dụng,80000,-,5,5,Số tự động,0,
 ô tô Ford Focus 1.8 MT ,2009,155 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Đen,4,5,Số tay,0,
 ô tô Lexus RX 350 ,2017,2.339 tỉ,Nhập khẩu,Đã qua sử dụng,69000,Vàng,5,5,Số tự động,0,
 ô tô Honda Brio RS ,2020,361 triệu,Nhập khẩu,Đã qua sử dụng,34000,Cam,5,5,Số tự động,0,
 ô tô Kia Sportage Signature 1.6T AWD ,2022,910 triệu,Lắp ráp trong nước,Đã qua sử dụng,6000,Xanh,5,5,Số tự động,0,
 ô tô BMW 2 Series 218i Active Tourer ,2016,465 triệu,Nhập khẩu,Đã qua sử dụng,80000,-,5,5,Số tự động,0,
 ô tô Ford Ranger Wildtrak 3.2L 4x4 AT ,2017,590 triệu,Nhập khẩu,Đã qua sử dụng,0,Cam,4,5,Số tự động,0,
 ô tô Toyota Hilux 2.4L 4x2 AT ,2021,660 triệu,Nhập khẩu,Đã qua sử dụng,70000,Đen,4,5,Số tự động,0,
 ô tô Mercedes Benz GLK Class GLK300 4Matic ,2009,330 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Đen,5,5,Số tự động,0,
 ô tô Ford Everest Titanium 2.0L 4x4 AT ,2018,860 triệu,Nhập khẩu,Đã qua sử dụng,0,Đỏ,5,7,Số tự động,0,
 ô tô Hyundai Accent 1.4 AT Đặc Biệt ,2022,479 triệu,Lắp ráp trong nước,Đã qua sử dụng,12000,Trắng,4,5,Số tự động,0,
 ô tô Ford Everest Titanium 2.0L 4x4 AT ,2019,910 triệu,Nhập khẩu,Đã qua sử dụng,46000,Đen,5,7,Số tự động,0,
 ô tô Hyundai Grand Starex Van 2.5 MT ,2016,530 triệu,Nhập khẩu,Đã qua sử dụng,90000,Bạc,5,6,Số tay,0,
 ô tô Ford Ranger Wildtrak 2.0L 4x4 AT ,2020,635 triệu,Nhập khẩu,Đã qua sử dụng,40000,Cam,4,5,Số tự động,0,
 ô tô Mazda 3 1.5 AT ,2018,469 triệu,Lắp ráp trong nước,Đã qua sử dụng,51000,Đen,5,5,Số tự động,0,
 ô tô Toyota Vios 1.5G ,2019,432 triệu,Lắp ráp trong nước,Đã qua sử dụng,63000,Cát,4,5,Số tự động,0,
 ô tô Mercedes Benz GLC 300 4Matic ,2022,1.979 tỉ,Lắp ráp trong nước,Đã qua sử dụng,15000,Đen,5,5,Số tự động,0,
 ô tô BMW 5 Series 520i ,2013,680 triệu,Nhập khẩu,Đã qua sử dụng,90000,Đen,4,5,Số tự động,0,
 ô tô Toyota Camry 3.0V ,2004,188 triệu,Lắp ráp trong nước,Đã qua sử dụng,0,Đen,4,5,Số tự động,0,
 ô tô Hyundai Accent 1.4 AT ,2021,435 triệu,Lắp ráp trong nước,Đã qua sử dụng,39000,Trắng,4,5,Số tự động,0,
 ô tô Lexus ES 250 ,2018,1.69 tỉ,Nhập khẩu,Đã qua sử dụng,48000,Trắng,4,5,Số tự động,0,
 ô tô Nissan Navara LE 2.5MT 4WD ,2013,260 triệu,Nhập khẩu,Đã qua sử dụng,100000,Xám,4,5,Số tay,0,
 ô tô Ford Ranger XLS 2.0L 4x2 AT ,2023,635 triệu,Lắp ráp trong nước,Mới,0,Nâu,4,5,Số tự động,0,
 ô tô Ford EcoSport Titanium 1.5L AT ,2018,445 triệu,Lắp ráp trong nước,Đã qua sử dụng,43000,Nâu,5,5,Số tự động,0,
 ô tô Ford Ranger Raptor 2.0L 4x4 AT ,2023,1.2 tỉ,Nhập khẩu,Mới,0,Xám,4,5,Số tự động,0,
 ô tô Hyundai Elantra 1.6 AT Đặc biệt ,2022,620 triệu,Lắp ráp trong nước,Đã qua sử dụng,24000,Xám,4,5,Số tự động,0,
 ô tô Lexus GX 470 ,2008,840 triệu,Nhập khẩu,Đã qua sử dụng,100000,Đen,5,7,Số tự động,0,
 ô tô Kia Carnival Premium 2.2D 7S ,2023,1.349 tỉ,Lắp ráp trong nước,Mới,0,Đen,5,7,Số tự động,0,
 ô tô Mitsubishi Xpander Premium 1.5 AT ,2023,640 triệu,Nhập khẩu,Đã qua sử dụng,9000,Trắng,5,7,Số tự động,0,
 ô tô Mercedes Benz S class S450 4Matic ,2023,4.799 tỉ,Nhập khẩu,Đã qua sử dụng,500,Đỏ,4,5,Số tự động,0,
 ô tô Mercedes Benz E class E180 ,2022,1.619 tỉ,Lắp ráp trong nước,Đã qua sử dụng,9900,Trắng,4,5,Số tự động,0,
 ô tô Ford Ranger Wildtrak 2.0L 4x4 AT ,2022,749 triệu,Lắp ráp trong nước,Đã qua sử dụng,36000,Trắng,4,5,Số tự động,0,
 ô tô Kia Carnival Luxury 2.2D ,2023,1.209 tỉ,Lắp ráp trong nước,Mới,0,Trắng,5,8,Số tự động,0,
 ô tô Honda City L 1.5 AT ,2023,549 triệu,Lắp ráp trong nước,Mới,0,Trắng,4,5,Số tự động,0,
 ô tô Porsche Panamera 4S ,2011,1.13 tỉ,Nhập khẩu,Đã qua sử dụng,87500,Xám,4,4,Số tự động,0,
 ô tô Kia Cerato 1.6 AT ,2010,275 triệu,Nhập khẩu,Đã qua sử dụng,120000,Đỏ,4,5,Số tự động,0,
 ô tô Suzuki Swift 1.4 AT ,2015,305 triệu,Lắp ráp trong nước,Đã qua sử dụng,63000,Trắng,5,5,Số tự động,0,
 ô tô Toyota Corolla altis 1.8G AT ,2009,310 triệu,Lắp ráp trong nước,Đã qua sử dụng,37000,Đen,4,5,Số tự động,0,
 ô tô Toyota Vios 1.5G ,2010,260 triệu,Lắp ráp trong nước,Đã qua sử dụng,120000,Bạc,4,5,Số tự động,0,
 ô tô Chevrolet Colorado LTZ ,2017,400 triệu,Nhập khẩu,Đã qua sử dụng,80000,Trắng,4,5,Số tự động,0,
 ô tô Kia K3 Premium 2.0 AT ,2022,610 triệu,Lắp ráp trong nước,Đã qua sử dụng,38000,Đen,4,5,Số tự động,0,
 ô tô BMW 5 Series 528i ,2014,698 triệu,Nhập khẩu,Đã qua sử dụng,94000,Xám,4,5,Số tự động,0,
 ô tô Audi Q8 55 TFSI S,2021,3.55 tỉ,Nhập khẩu,Đã qua sử dụng,12000,-,5,5,Số tự động,0,
 ô tô Mercedes Benz C class C200 CGI ,2010,265 triệu,Lắp ráp trong nước,Đã qua sử dụng,16088,Ghi,4,5,Số tự động,0,
 ô tô Honda Civic 1.8 AT ,2008,245 triệu,Lắp ráp trong nước,Đã qua sử dụng,120000,Xanh,4,5,Số tự động,0,
 ô tô Mercedes Benz E class E300 AMG ,2019,1.669 tỉ,Lắp ráp trong nước,Đã qua sử dụng,24000,Trắng,4,5,Số tự động,0,
 ô tô Hyundai Elantra 1.6 AT Tiêu chuẩn ,2023,580 triệu,Lắp ráp trong nước,Mới,0,Cát,4,5,Số tự động,0,
 ô tô Hyundai i10 Grand 1.2 AT ,2019,308 triệu,Lắp ráp trong nước,Đã qua sử dụng,80000,Bạc,4,5,Số tự động,0,
 ô tô Toyota Vios G 1.5 CVT ,2021,485 triệu,Lắp ráp trong nước,Đã qua sử dụng,32000,Trắng,4,5,Số tự động,0,
 ô tô Ford Ranger XLS 2.0L 4x4 AT ,2022,695 triệu,Lắp ráp trong nước,Đã qua sử dụng,20000,Ghi,4,5,Số tự động,0,
 ô tô Mercedes Benz S class S500L ,2014,1.69 tỉ,Nhập khẩu,Đã qua sử dụng,85000,Đen,4,5,Số tự động,0,
 ô tô Kia Sedona 3.3 GAT Signature ,2021,855 triệu,Lắp ráp trong nước,Đã qua sử dụng,81000,Đen,5,7,Số tự động,0,
 ô tô Toyota Vios 1.5E MT ,2021,400 triệu,Lắp ráp trong nước,Đã qua sử dụng,11000,Cát,4,5,Số tay,0,
 ô tô Kia Sedona 2.2L DATH ,2017,695 triệu,Lắp ráp trong nước,Đã qua sử dụng,82000,Ghi,5,7,Số tự động,0,
 ô tô Mercedes Benz CLA class CLA 250 4Matic ,2014,599 triệu,Nhập khẩu,Đã qua sử dụng,76800,Tím,4,5,Số tự động,0,
 ô tô Kia Forte SX 1.6 AT ,2011,275 triệu,Lắp ráp trong nước,Đã qua sử dụng,120000,Đen,4,5,Số tự động,0,
 ô tô Honda City 1.5TOP ,2017,382 triệu,Lắp ráp trong nước,Đã qua sử dụng,69000,Trắng,4,5,Số tự động,0,
 ô tô Hyundai Accent 1.4 AT ,2020,425 triệu,Lắp ráp trong nước,Đã qua sử dụng,21689,Đen,4,5,Số tự động,0,
 ô tô Ford Ranger XLS 2.2L 4x2 AT ,2019,519 triệu,Nhập khẩu,Đã qua sử dụng,56334,Cát,4,5,Số tự động,0,
 ô tô Ford Everest Ambiente 2.0 4x2 AT ,2019,715 triệu,Nhập khẩu,Đã qua sử dụng,68000,Trắng,5,7,Số tự động,0,
 ô tô Mazda 3 2.0 AT ,2018,489 triệu,Lắp ráp trong nước,Đã qua sử dụng,55000,Trắng,4,5,Số tự động,0,
 ô tô Honda CRV e:HEV RS ,2023,1.264 tỉ,Nhập khẩu,Mới,0,Đỏ,5,5,Số tự động,0,
 ô tô Toyota Camry 2.5Q ,2021,1.05 tỉ,Nhập khẩu,Đã qua sử dụng,8100,Đen,4,5,Số tự động,0,
 ô tô Ford EcoSport Titanium Black 1.5L AT ,2017,395 triệu,Lắp ráp trong nước,Đã qua sử dụng,12900,Đỏ,5,5,Số tự động,0,
 ô tô Mercedes Benz E class E300 AMG ,2021,2.06 tỉ,Lắp ráp trong nước,Đã qua sử dụng,45000,Đen,4,5,Số tự động,0,
 ô tô Mercedes Benz GLC 200 ,2019,1.088 tỉ,Lắp ráp trong nước,Đã qua sử dụng,70000,Trắng,5,5,Số tự động,0,
 ô tô Mitsubishi Xpander 1.5 AT ,2019,469 triệu,Nhập khẩu,Đã qua sử dụng,69000,Ghi,5,7,Số tự động,0,
 ô tô Toyota Fortuner 2.4G 4x2 MT ,2017,710 triệu,Nhập khẩu,Đã qua sử dụng,86533,Nâu,5,7,Số tay,0,
 ô tô Porsche Macan 2.0 ,2021,2.9 tỉ,Nhập khẩu,Đã qua sử dụng,13999,Trắng,5,5,Số tự động,0,
 ô tô Porsche Macan 2.0 ,2021,2.85 tỉ,Nhập khẩu,Đã qua sử dụng,10000,Trắng,5,5,Số tự động,0,
 ô tô Ford Escape XLS 2.3L 4x2 AT ,2013,328 triệu,Lắp ráp trong nước,Đã qua sử dụng,78000,Cát,5,5,Số tự động,0,
 ô tô Kia Cerato 2.0 AT Premium ,2020,500 triệu,Lắp ráp trong nước,Đã qua sử dụng,70000,Đỏ,4,5,Số tự động,0,
 ô tô Kia Carnival Signature 2.2D ,2022,1.386 tỉ,Lắp ráp trong nước,Đã qua sử dụng,30000,Đỏ,5,7,Số tự động,0,
 ô tô Audi Q5 2.0 AT ,2015,685 triệu,Nhập khẩu,Đã qua sử dụng,68000,-,5,5,Số tự động,0,
 ô tô Lexus RX 350 ,2009,899 triệu,Nhập khẩu,Đã qua sử dụng,77000,Đỏ,5,5,Số tự động,0,
